headline,label,compound
"Employers in #Singapore not granting domestic workers human dignity, Exhibit #23423748293749: ""Ms Jaya cited a case where a domestic worker who went out during her rest day was not allowed to stay in her employer's house and her employment was terminated.” https://t.co/psTniO3yOx",0,0.1872
"So Sofitel, so #Singapore https://t.co/XFrzKo03W2 #Design hotel pic.twitter.com/DcQPuquSgK",0,0.0
Wie stark die Auswirkungen des  #coronavirus sind seht ihr hier. Der Flughafen von #Singapore wirkt wie ausgestorben. https://t.co/HxFqlyv3oF,-1,-0.5994
I like his sense of humour #coronavirus #Singapore pic.twitter.com/UPxeJJvfTz,1,0.6808
You are more likely to contract the #coronavirus stockpiling groceries in crowded supermarkets than dying of starvation in #singapore. A little water-fasting never hurt anyone.,1,0.3637
Maximum eye power sia!#Singapore #Electionlailiao #GE2020 #Wuhanvirus #Coronavirus pic.twitter.com/kiCkEcDGyX,0,0.0
"I've spent a lot of time in #Singapore & its hospitals, which are FAR superior to 90+% of American health facilities. This small, rich, well-organized, high-tech nation has arguably the best health syst on Earth. So pay heed, don't be smug, watch them battle #covid19 #2019nCoV . https://t.co/bOqUQhHTjV",1,0.7517
"#Singapore raised their #DORSCON level to orange and everyone went nuts.DORSCON: Don't Over React Singapore Can Or Not?Also why the hell are you guys clearing out the toilet paper shelves? When you panic, you can't keep it in is it? ???????AND it's 2020, use a bidet!",-1,-0.8793
"US have capitalism,China have communism,Singapore have kiasuism. #singapore pic.twitter.com/M0r30JCE3V",0,0.0
Kiasi virus more scary than wuhan virus sia! Summore this one also got no cure!#Singapore #Kiasi #Kiasu #WuhanVirus #Coronavirus pic.twitter.com/K39Iwakdl3,-1,-0.7412
Look at how detailed #Singapore #coronavirus update is. Wow well done. ???? pic.twitter.com/gPlmjULOfg,1,0.782
"Ich sags doch. Exit 16/34 bei nasser Piste. Der 380 kann sowas ?? #singapore(OK, ein go-around aber das ist nur zum ausprobieren gewesen ??) pic.twitter.com/BNrwhTHjdn",0,0.0
Schon nach dem ersten paar Stunden lässt sich festhalten: #Singapore ist eine geile Stadt!! Ich freue mich auf die kommenden Tage. Es gibt viel zu sehen und erkunden!,-1,-0.6981
@ChannelNewsAsia - are you sure there is 1 death in Singapore ??? —#Singapore #coronavairus pic.twitter.com/zJwyg1fXC7,-1,-0.4836
?? ?? ?? ?? ??#Singapore Colors... pic.twitter.com/0QxYK35Qdb,0,0.0
"Singapour #SingaporeZombieApocalypse #Singapore #SingaporeAirlines lou & the hollywood bananas ""les petites rues de singapour"" https://t.co/Laari9GVuj via @YouTube",0,0.0
DORSCON Alert Level #Singapore pic.twitter.com/NkUfVorPHl,1,0.296
"#Singapore raises risk alert, due to #2019nC0V #WuhanCoronvirus pic.twitter.com/FEqbqZPMEZ",0,0.0258
#coronavirus scare - #Singapore Airport on 06th Feb 2020 @SingaporeAir @ChangiAirport   World is coming to Virtual halt due to #Coronavirus pic.twitter.com/u4XjoslbCg,-1,-0.4939
Meanwhile in KL.. #singapore pic.twitter.com/h5vO4PVi0r,0,0.0
Read this! The #healthcare workers battling the #coronavirus on the frontline are HUMANS too! They deserved our utmost respect & not ostracised by the society. #coronavirussingapore #Singapore #Thoughts pic.twitter.com/nM6I3qmQdq,1,0.3786
"#coronavirus Update: My Worldwide Case CountJust updated: New cases in #Japan, #Singapore & #EgyptMany new cases & deaths in #ChinaNote: #China is likely downplaying the numbers#WuhanCoronavirus  #CoronavirusOutbreak#COVID19   #WuhanPneumonia pic.twitter.com/qnS14B4vEI",0,0.0
"#Singapore is the most infected country outside China and also has the highest population density. Updated 8:45 amTuesday, 11 February 2020 (SGT)#coronavirus #coronavirussingapore pic.twitter.com/12AVltkb1H",-1,-0.5413
"So this is the situation at NTUC FairPrice JEM this morning (8 Feb). The aftermath from last night. Due to the long queues at closing time, customers had to leave them aside#coronavirus #ncov #singapore pic.twitter.com/l22FayPib1",1,0.5267
#COVID?19 #Coronavirius #WuhanVirus Female nurses were forced to shave their heads before heading Wuhan??Barbers showed the carefully-preserved hair to the girls ??WHAT THE FUCK CAN YOU TELL WHERE THE FUCK DID THESE BASTARDS COME FROM¿¿¿¿¿¿ pic.twitter.com/4YB748NXwm,-1,-0.9593
The video shows how the CCP local officials tortured a young man who did not wear mask during #WuhanVirus #WuhanCoronavirusOutbreak https://t.co/PKxR04I8LA,-1,-0.5574
"Japonia. 85 nowych przypadków zarazenia #WuhanVirus  w Japonii. Znaleziono je na statku wycieczkowym „Diamentowa ksiezniczka” przy Jokohamie, podnoszac calkowita liczbe zarazonych osób na statku do 454.https://t.co/jjTw4TqcXS",0,0.0
Wirus nie wybiera.*The virus does not select.#China #Chiny #????? #coronarvirus #koronawirus #nCoV2019 #ChinaVirus #WuhanVirus #WuhanPneumonia #WuhanOutbreak #Wuhan pic.twitter.com/xwfZh6CGRA,0,0.0
"Jakby ktos nie wiedzial (nie pamietal) to przypominam, ze dzuma (czarna smierc) tez przybyla do Europy z Chin. ??   #WuhanPneumonia #WuhanVirus  #Wuhan #koronawirus  #coronavirus #nCoV2019 #COVID19   https://t.co/Z6b5s2BhMY",0,0.0
locust arrives china. netizens from china say: locust can cure pneumonia n might help surpress #wuhanvirus. locust is a delicious food.??????picture: apple daily. pic.twitter.com/vZSD7A6xY6,1,0.8105
The development of the #coronoavirus at the end of 16 February GMT.It looks that slowely the spreading is flattening out. But in Japan the number of infections are still rapidly rising. #WuhanVirus #CoronaOutbreak pic.twitter.com/DpnOlfoUsn,0,0.0772
Hubei province (includes Wuhan) around 60000 cases but 32000 medical workers sent to #Wuhan. It makes sense not lies here! #WuhanVirus pic.twitter.com/Jh2TfGmfVM,1,0.509
That is right . Name says it all. #Wuhan #WuhanSARS #WuhanVirus #WuhanVirus2020 #WuhanPneumonia #WuhanCoronavirus #WuhanCoronavirusOutbreak pic.twitter.com/oMivMYA61W,0,0.0
This is how Corona Virus came. #coronaviruswuhan #Coronavirus #coronavirusus #Coronavirustruth #Coronavirustoronto #Coronaviruscoverup #BioWeapon #2019nCoV #Beijing #WuhanVirus #WuhanCoronavirusOutbreak #WuhanCoronavius pic.twitter.com/gvqQPABjvY,0,0.0
I think this senator hit the nail on the head in this video.Hopefully the US government won't as inept as their British counterparts. FOLLOW ME FOR REGULAR VIDEO UPDATES DIRECT FROM CHINA#coronavirus#coronoavirusoutbreak #coronaviruswuhan#WuhanVirus #COVID19 #CoronavirusWho pic.twitter.com/Yu47rrRUBP,0,0.0
+12 dead bodies on the street within moments.  The stats don't account for these bodies. #WuhanPneumonia #coronaviruswuhan #CoronavirusOutbreak #wuhan #WuhanCoronavirus #???? #WuhanVirus #WuhanLockDown #coronavirus #COVID19 . #coronaviruschina pic.twitter.com/Zr6UzpAPEi,-1,-0.7399
Why wuhan city on fire? #WuhanVirus @SolomonYue https://t.co/WBOWtOMnqj,-1,-0.34
#WuhanVirus #deankoontz #theeyesofdarkness The Eyes of Darkness (book) was released in 1981 - written by Dean Koontz. The author writes about a deadly bioweapon 'Wuhan-400' pic.twitter.com/IOTkyjQVPv,-1,-0.25
"10% OF THE WORLD CURRENTLY IN LOCKDOWN: China now has 760 million people under quarantine. Let that sink in. 760. Million. People. More than half the country's population, according to New York Times.https://t.co/57woMvgSUF#COVID19 #nCov #Coronavirus #WuhanVirus",0,0.0
Posso pensare che è molto molto più pesante di quello che ci fanno vedere/sentire? Non si può morire così... poveri ????#WuhanVirus https://t.co/EuQEmGXkkf,0,0.0
+++ ULTIM’ORA +++Studenti italiani in Egitto saranno trasferiti a Wuhan per ragioni di sicurezza.#11febbraio #coronavirus #Egitto #Zaky #GiulioRegeni #Cina #WuhanVirus,0,0.0
Solidarietà per #Wuhan da Roma e dalla bellissima Italia.#WuhanJiayou #WoShiWuhanRen #????? #???? #WuhanOutbreak #WuhanVirus #WuhanCoronavirus pic.twitter.com/9RLYDSYaZP,0,0.0
"Oggi strammatizziamo, anche se c'e' tanta gente che soffre, a Wuhan come altrove, cinesi come altri, pazienti come tutti quelli che si prendono cura di loro.#wuhanjiayou #WoShiWuhanRen #coronavirus #wuhan #wuhancoronavirus #coronavirusoutbreak #wuhanvirus pic.twitter.com/l9hZwhHoNS",0,0.0
We know that there is not human rights for people in China before the virus.but after the virus we knew that there are not even animal rights for people.#wuhan #virus #wuhanvirus #china #ChinaziVirus #uighur pic.twitter.com/rdAHJsEOyn,0,0.0
La #Cina e sull’orlo di una guerra civile #coronavirus #WuhanCoronvirus #WuhanVirus #COVID19 #Wuhan #China pic.twitter.com/ilOWyziNGU,0,0.0
La #Cina da un disastro all’altro!#coronavirus#WuhanVirus #COVID19  pic.twitter.com/nUDMp33zkI,0,0.0
Non aveva la maschera e si rifiutò il test della temperatura !#coronavirus#WuhanVirus #WuhanPneumonia #WuhanOutbreak #COVD19 #Wuhan #China pic.twitter.com/LSyyQnG3wG,0,0.0
Coronavirus/2.Elena Dusi e Filippo Santelli ci svelano le 10 cose da sapere sul #WuhanVirus. pic.twitter.com/IcswdtDZeD,0,0.0
"Molto ma molto credibile #Chine #ChinaVirus#WuhanVirus #coronavirus Coronavirus, da Londra le accuse alla Cina: ""50mila contagi ogni giorno, così nascondono il disastro"" https://t.co/H9iGGKAV52",-1,-0.2023
"I don’t know about yours, but my social feeds are infected with tacky jokes about coronavirus involving Corona bottles, unwilling subjects, fake news, and second-hand humour.The coronavirus is a human tragedy, let's learn to empathize with others#COVID?19 #WuhanCoronavirus pic.twitter.com/hAH7TYyhQv",-1,-0.9331
Hong Kong gov't refuses to close the China border during #coronavirus epidemic but turns clinics in the residential area to #WuhanPneumonia clinics.Is this a joke? #COVID?19 pic.twitter.com/HPpyydzP6s,1,0.5588
"When survival instincts kick in, it's not gold, silver, or cash people fight over.. it's toilet paper. #4tsurvival is all about the most important things you won't be able to find in an emergency. Dont panic. Prepare. #COVID19 #COVID?19https://t.co/FNVp62Qpbu",-1,-0.7512
Certainly priority is for everyone to stay well and healthy #COVID?19 . Any timeline on crypto to fiat in xwallet..any possibility to launch this across many countries? @zibin,1,0.7622
"Statistik kes dan kematian #COVID?19 di seluruh dunia yg dikemas kini 6pm hari ini. (17 Feb) Tiga kematian dilaporkan berlaku di luar China setakat ini iaitu di Filipina, Jepun dan Perancis. Malaysia kekal 22 kes termasuk 9 yg sembuh dan discaj. pic.twitter.com/HeJMPSnsIN",0,0.0
"..the investigation of #bat #coronaviruses becomes an urgent issue....the impact of such future outbreaks in China.. was published in 2019, #Wuhan Institute of Virology.Any thoughts are welcome @DrMattMcCarthy  #COVID?19   https://t.co/cv0LTR3Aj0",1,0.5859
"??COVID-19 #COVID?19 #COVID19 #coronavrius #aerosol #2019nCoV#CoronavirusOutbreak#CoronaVirusChina#nCoV2019 #nCoV2020????Line up for potatoes. Like the former Soviet Union.??????People are afraid of virus transmission. They stand in line up, keeping a distance between mans. https://t.co/hX9CqHOWC7",1,0.5362
#COVID?19 #Coronavirius #WuhanVirus Female nurses were forced to shave their heads before heading Wuhan??Barbers showed the carefully-preserved hair to the girls ??WHAT THE FUCK CAN YOU TELL WHERE THE FUCK DID THESE BASTARDS COME FROM¿¿¿¿¿¿ pic.twitter.com/4YB748NXwm,-1,-0.9593
TIL my kitchen is a sunny delight in the late afternoon. Thanks #COVID?19 pic.twitter.com/64jrkKuATN,1,0.8625
Not the latest figures..Re: #China24@CGTNOfficial #COVID?19 https://t.co/89NuYBNDVF,0,0.0
The biggest threat to fight the battle against #COVID?19 is fake news! One rumour falsely claim that @gatesfoundation @BillGates already knew about the virus and funded research. Read to know why this is far from truth https://t.co/mADBxDdmB3 https://t.co/aMeR94F3qh,-1,-0.8655
"This silver can be bought on Amazon for $5-10. It's good for spraying onto surface wounds, bacterial skin infections etc. I've used it on my cat and dog as it can be ingested. However claiming it as a cure for #COVID?19 ?? This is a blatant tip off-road please don't call for it!",1,0.7738
A 44 year old Chinese ( locked in due to #COVID?19) ran 66Km in his own house !!Time take 6h40m or something !#running,0,0.0
"Do you know the Chinese people how to control the outbreaks of COVID-19 in China? Let me share you a Chinese painting about it.""Cars of other cities, No Entry!""If you wanna enter the village, you need to measure body temperature and show your passport! #Coronavirius #COVID?19 pic.twitter.com/DbNCwGXSdG",0,0.0
Peer reviewed studies largely disproving that #Coronavirius was manufactured in a lab. These are #facts. Stop the #FakeNews. #CDC #SARSCoV2 #BioWeapon #CoronaVirusFacts #nCoV2019 #COVID #COVID?19 #WuhanPneumonia #nCoV #CoronavirusOutbreak #Coronavirustruth #WuhanFlu https://t.co/wr3poaeHru,-1,-0.296
It’s never easy to interpret data from China. 3019 medical staff have been infected with #COVID?19. 1716 medical staff have been confirmed as #COVID?19 patients. Both statements are from a single report.,-1,-0.7154
"“Neither side wants us,” Ms. Chang said. “We’ve given up. Now we are refugees.” My mini-profile about #Taiwanese families stranded in #Hubei and the case of the phantom of chartered flights. #coronavirus #COVID?19 @nytimes https://t.co/8mbYoQdS2Z",0,0.0
"It’s not fashionable... yet. Can’t help but feel the #COVID?19 that has shut down chinese manufacturing is building up to a penny-drop moment, when the lack of domestic supplies flows through. M’facturing will regain its place as a ‘national security’ concern.",-1,-0.2732
"Latest from @BioCentury @steveusdin1 on the current pipeline of new #COVID?19 #COVID19 #vaccines in development https://t.co/t1NUsAzoJ6, including our @BCM_TropMed @TexasChildrens recombinant protein receptor binding domain (RBD) vaccine @mebottazzi",0,0.0
"As part of their efforts to stop the spread of #COVID?19, banks in #China are using ultraviolet light/high temperatures to disinfect banknotes. They also keep coins locked for 7 to 14 days before being recycled back into the public.Source:@AFP https://t.co/ulraIARKSp",-1,-0.296
"#COVID19 #COVID?19 -- If #XiJinping had given the order on Jan 7th, that means he knew already before he made it public 2 weeks later. That is gross negligence not only against his people but against the whole world pic.twitter.com/PMpp5OKOTx",-1,-0.2617
Wuhan ICU nurses take on tough task of taking care of critically ill patients. #COVID?19 https://t.co/Lpor7qmtiC pic.twitter.com/EMxbRu7LLV,0,-0.0258
.Break News:USA is going to be exterminated by Wuhan VirusThere are real source that said the virus was leaked from a level 4 bio laboratory NOT the wild animal market. It is meant as an attack to USA*we need to stock up #wuhan #coronavirus#COVID?19https://t.co/AljKLKAA70,-1,-0.6597
